country,date,type,geo,population,newHospitalizations,deaths,cases,cases_national,new_cases,new_cases_national,sum_pop,cases_pop_sub,cases_pop_nat,ratio_pop_cum,ratio_cum,ratio_new,ratio_cum2,ratio_new2,rolling_average,past_average,rolling_average_new_cases,past_average_new_cases,past_average_new_cases_national,measure_H1_H2_cases,measure_H3_cases,cases_national_JHU,new_cases_national_JHU,past_average_new_cases_national_JHU,measure_H1_H2_cases_JHU,past_average_national_new_cases,policy_active,hetero,hetero_mean,differentiating,hhi_cumulative,hhi_new
Italy,2020-03-31,Primary Schools (generally for children ages 10 and below),ITF1,1311580,NA,NA,1401,105792,56,4053,59144326,0.0010681773128592995,0.0017887091992560707,-7.205318863967713e-4,0.013242967332123412,0.013816925734024179,1.7537618375968787e-4,1.909074367395396e-4,1381.142857142857,1135.4285714285713,78,101.71428571428571,5230.857142857143,0.00884422479149926,0.876854218390831,105792,4053,579,9.789611940120848e-4,5230.857142857143,1,0,0,0,0.207254693690451,0.129002352191469
Italy,2020-04-01,Lockdown,ITF1,1311580,NA,NA,1436,110574,35,4782,59144326,0.0010948626847008952,0.0018695622636734418,-7.746995789725466e-4,0.012986778085264166,0.007319113341698034,1.686564050358976e-4,5.356942010862216e-5,1451.857142857143,1224.4285714285713,70.71428571428571,89,5169.714285714285,0.00874084571648392,0.776321772494303,110574,4782,683.1428571428571,0.0011550437773910165,5169.714285714285,1,0,0,1,0.204914010619047,0.160993468291539
Italy,2020-04-01,Primary Schools (generally for children ages 10 and below),ITF1,1311580,NA,NA,1436,110574,35,4782,59144326,0.0010948626847008952,0.0018695622636734418,-7.746995789725466e-4,0.012986778085264166,0.007319113341698034,1.686564050358976e-4,5.356942010862216e-5,1451.857142857143,1224.4285714285713,70.71428571428571,89,5169.714285714285,0.00874084571648392,0.776321772494303,110574,4782,683.1428571428571,0.0011550437773910165,5169.714285714285,1,0,0,0,0.204914010619047,0.160993468291539
Italy,2020-04-01,Wearing Masks inside public or commercial building,ITF1,1311580,NA,NA,1436,110574,35,4782,59144326,0.0010948626847008952,0.0018695622636734418,-7.746995789725466e-4,0.012986778085264166,0.007319113341698034,1.686564050358976e-4,5.356942010862216e-5,1451.857142857143,1224.4285714285713,70.71428571428571,89,5169.714285714285,0.00874084571648392,0.776321772494303,110574,4782,683.1428571428571,0.0011550437773910165,5169.714285714285,0,0,0,0,0.204914010619047,0.160993468291539
Italy,2020-04-01,Restrictions of Mass Gatherings,ITF1,1311580,NA,NA,1436,110574,35,4782,59144326,0.0010948626847008952,0.0018695622636734418,-7.746995789725466e-4,0.012986778085264166,0.007319113341698034,1.686564050358976e-4,5.356942010862216e-5,1451.857142857143,1224.4285714285713,70.71428571428571,89,5169.714285714285,0.00874084571648392,0.776321772494303,110574,4782,683.1428571428571,0.0011550437773910165,5169.714285714285,0,0,0,1,0.204914010619047,0.160993468291539
Italy,2020-04-02,Wearing Masks inside public or commercial building,ITF1,1311580,NA,NA,1497,115242,61,4668,59144326,0.001141371475624819,0.0019484878397295457,-8.071163641047267e-4,0.012990055708856146,0.013067694944301628,1.6874154731918615e-4,1.707646511573263e-4,1510.4285714285713,1303.142857142857,58.57142857142857,78.71428571428571,4957.571428571428,0.008382158972563874,0.7159832791141436,115242,4668,666.8571428571429,0.001127508229372912,4957.571428571428,0,0,0.04999999999999999,0,0.201138117875713,0.131923104599567
Italy,2020-04-02,Restrictions of Mass Gatherings,ITF1,1311580,NA,NA,1497,115242,61,4668,59144326,0.001141371475624819,0.0019484878397295457,-8.071163641047267e-4,0.012990055708856146,0.013067694944301628,1.6874154731918615e-4,1.707646511573263e-4,1510.4285714285713,1303.142857142857,58.57142857142857,78.71428571428571,4957.571428571428,0.008382158972563874,0.7159832791141436,115242,4668,666.8571428571429,0.001127508229372912,4957.571428571428,0,0,0,1,0.201138117875713,0.131923104599567
Italy,2020-04-02,Primary Schools (generally for children ages 10 and below),ITF1,1311580,NA,NA,1497,115242,61,4668,59144326,0.001141371475624819,0.0019484878397295457,-8.071163641047267e-4,0.012990055708856146,0.013067694944301628,1.6874154731918615e-4,1.707646511573263e-4,1510.4285714285713,1303.142857142857,58.57142857142857,78.71428571428571,4957.571428571428,0.008382158972563874,0.7159832791141436,115242,4668,666.8571428571429,0.001127508229372912,4957.571428571428,1,0,0,0,0.201138117875713,0.131923104599567
Italy,2020-04-02,Lockdown,ITF1,1311580,NA,NA,1497,115242,61,4668,59144326,0.001141371475624819,0.0019484878397295457,-8.071163641047267e-4,0.012990055708856146,0.013067694944301628,1.6874154731918615e-4,1.707646511573263e-4,1510.4285714285713,1303.142857142857,58.57142857142857,78.71428571428571,4957.571428571428,0.008382158972563874,0.7159832791141436,115242,4668,666.8571428571429,0.001127508229372912,4957.571428571428,1,0,0,1,0.201138117875713,0.131923104599567
Italy,2020-04-03,Primary Schools (generally for children ages 10 and below),ITF1,1311580,NA,NA,1563,119827,66,4585,59144326,0.0011916924625261136,0.0020260100689963056,-8.34317606470192e-4,0.0130438048186135,0.014394765539803707,1.701408441460848e-4,2.072092749459203e-4,1564.142857142857,1381.142857142857,53.714285714285715,78,4761.285714285715,0.008050283156977247,0.738734974749816,119827,4585,655,0.0011074604180965728,4761.285714285714,1,0,0,0,0.198839953248466,0.149521613435305
Italy,2020-04-03,Wearing Masks inside public or commercial building,ITF1,1311580,NA,NA,1563,119827,66,4585,59144326,0.0011916924625261136,0.0020260100689963056,-8.34317606470192e-4,0.0130438048186135,0.014394765539803707,1.701408441460848e-4,2.072092749459203e-4,1564.142857142857,1381.142857142857,53.714285714285715,78,4761.285714285715,0.008050283156977247,0.738734974749816,119827,4585,655,0.0011074604180965728,4761.285714285714,0,0,0.04999999999999999,0,0.198839953248466,0.149521613435305
Italy,2020-04-03,Lockdown,ITF1,1311580,NA,NA,1563,119827,66,4585,59144326,0.0011916924625261136,0.0020260100689963056,-8.34317606470192e-4,0.0130438048186135,0.014394765539803707,1.701408441460848e-4,2.072092749459203e-4,1564.142857142857,1381.142857142857,53.714285714285715,78,4761.285714285715,0.008050283156977247,0.738734974749816,119827,4585,655,0.0011074604180965728,4761.285714285714,1,0,0,1,0.198839953248466,0.149521613435305
Italy,2020-04-03,Restrictions of Mass Gatherings,ITF1,1311580,NA,NA,1563,119827,66,4585,59144326,0.0011916924625261136,0.0020260100689963056,-8.34317606470192e-4,0.0130438048186135,0.014394765539803707,1.701408441460848e-4,2.072092749459203e-4,1564.142857142857,1381.142857142857,53.714285714285715,78,4761.285714285715,0.008050283156977247,0.738734974749816,119827,4585,655,0.0011074604180965728,4761.285714285714,0,0,0,1,0.198839953248466,0.149521613435305
Italy,2020-04-04,Primary Schools (generally for children ages 10 and below),ITF1,1311580,NA,NA,1628,124632,65,4805,59144326,0.001241251010231934,0.002107252012644459,-8.660010024125247e-4,0.01306245587008152,0.013527575442247659,1.7062775335782715e-4,1.8299529734570194e-4,1621,1451.857142857143,56.857142857142854,70.71428571428571,4594.285714285715,0.007767923019844227,0.6940766916818792,124632,4805,686.4285714285714,0.0011605991949736167,4594.285714285715,1,0,0,0,0.197288976265865,0.169356841912637
Italy,2020-04-04,Lockdown,ITF1,1311580,NA,NA,1628,124632,65,4805,59144326,0.001241251010231934,0.002107252012644459,-8.660010024125247e-4,0.01306245587008152,0.013527575442247659,1.7062775335782715e-4,1.8299529734570194e-4,1621,1451.857142857143,56.857142857142854,70.71428571428571,4594.285714285715,0.007767923019844227,0.6940766916818792,124632,4805,686.4285714285714,0.0011605991949736167,4594.285714285715,1,0,0,1,0.197288976265865,0.169356841912637
Italy,2020-04-04,Restrictions of Mass Gatherings,ITF1,1311580,NA,NA,1628,124632,65,4805,59144326,0.001241251010231934,0.002107252012644459,-8.660010024125247e-4,0.01306245587008152,0.013527575442247659,1.7062775335782715e-4,1.8299529734570194e-4,1621,1451.857142857143,56.857142857142854,70.71428571428571,4594.285714285715,0.007767923019844227,0.6940766916818792,124632,4805,686.4285714285714,0.0011605991949736167,4594.285714285715,0,0,0,1,0.197288976265865,0.169356841912637
Italy,2020-04-04,Wearing Masks inside public or commercial building,ITF1,1311580,NA,NA,1628,124632,65,4805,59144326,0.001241251010231934,0.002107252012644459,-8.660010024125247e-4,0.01306245587008152,0.013527575442247659,1.7062775335782715e-4,1.8299529734570194e-4,1621,1451.857142857143,56.857142857142854,70.71428571428571,4594.285714285715,0.007767923019844227,0.6940766916818792,124632,4805,686.4285714285714,0.0011605991949736167,4594.285714285715,0,0,0.04999999999999999,0,0.197288976265865,0.169356841912637
Italy,2020-04-05,Primary Schools (generally for children ages 10 and below),ITF1,1311580,NA,NA,1703,128948,75,4316,59144326,0.0012984339498924961,0.002180226045690334,-8.817920957978377e-4,0.013206874088779973,0.01737720111214087,1.7442152319688785e-4,3.0196711849178994e-4,1681.4285714285713,1510.4285714285713,60.42857142857143,58.57142857142857,4465.571428571428,0.007550295574543243,0.591462313453521,128948,4316,616.5714285714286,0.001042486186369642,4465.571428571428,1,0,0,0,0.195453031630753,0.153297835242016
Italy,2020-04-05,Restrictions of Mass Gatherings,ITF1,1311580,NA,NA,1703,128948,75,4316,59144326,0.0012984339498924961,0.002180226045690334,-8.817920957978377e-4,0.013206874088779973,0.01737720111214087,1.7442152319688785e-4,3.0196711849178994e-4,1681.4285714285713,1510.4285714285713,60.42857142857143,58.57142857142857,4465.571428571428,0.007550295574543243,0.591462313453521,128948,4316,616.5714285714286,0.001042486186369642,4465.571428571428,0,0,0,1,0.195453031630753,0.153297835242016
Italy,2020-04-05,Lockdown,ITF1,1311580,NA,NA,1703,128948,75,4316,59144326,0.0012984339498924961,0.002180226045690334,-8.817920957978377e-4,0.013206874088779973,0.01737720111214087,1.7442152319688785e-4,3.0196711849178994e-4,1681.4285714285713,1510.4285714285713,60.42857142857143,58.57142857142857,4465.571428571428,0.007550295574543243,0.591462313453521,128948,4316,616.5714285714286,0.001042486186369642,4465.571428571428,1,0,0,1,0.195453031630753,0.153297835242016
Italy,2020-04-05,Wearing Masks inside public or commercial building,ITF1,1311580,NA,NA,1703,128948,75,4316,59144326,0.0012984339498924961,0.002180226045690334,-8.817920957978377e-4,0.013206874088779973,0.01737720111214087,1.7442152319688785e-4,3.0196711849178994e-4,1681.4285714285713,1510.4285714285713,60.42857142857143,58.57142857142857,4465.571428571428,0.007550295574543243,0.591462313453521,128948,4316,616.5714285714286,0.001042486186369642,4465.571428571428,0,0,0.09999999999999998,0,0.195453031630753,0.153297835242016
Italy,2020-04-06,Wearing Masks inside public or commercial building,ITF1,1311580,NA,NA,1721,132547,18,3599,59144326,0.001312157855411031,0.002241077191411396,-9.28919336000365e-4,0.012984073573902088,0.005001389274798555,1.6858616657250254e-4,2.5013894678070015e-5,1743.4285714285713,1564.142857142857,62,53.714285714285715,4401.142857142857,0.007441361081945302,0.5503546506409168,132547,3599,514.1428571428571,8.69302081729458e-4,4401.142857142857,0,0,0.09999999999999998,0,0.193915764459593,0.151428019314124
Italy,2020-04-06,Restrictions of Mass Gatherings,ITF1,1311580,NA,NA,1721,132547,18,3599,59144326,0.001312157855411031,0.002241077191411396,-9.28919336000365e-4,0.012984073573902088,0.005001389274798555,1.6858616657250254e-4,2.5013894678070015e-5,1743.4285714285713,1564.142857142857,62,53.714285714285715,4401.142857142857,0.007441361081945302,0.5503546506409168,132547,3599,514.1428571428571,8.69302081729458e-4,4401.142857142857,0,0,0,1,0.193915764459593,0.151428019314124
Italy,2020-04-06,Lockdown,ITF1,1311580,NA,NA,1721,132547,18,3599,59144326,0.001312157855411031,0.002241077191411396,-9.28919336000365e-4,0.012984073573902088,0.005001389274798555,1.6858616657250254e-4,2.5013894678070015e-5,1743.4285714285713,1564.142857142857,62,53.714285714285715,4401.142857142857,0.007441361081945302,0.5503546506409168,132547,3599,514.1428571428571,8.69302081729458e-4,4401.142857142857,1,0,0,1,0.193915764459593,0.151428019314124
Italy,2020-04-06,Primary Schools (generally for children ages 10 and below),ITF1,1311580,NA,NA,1721,132547,18,3599,59144326,0.001312157855411031,0.002241077191411396,-9.28919336000365e-4,0.012984073573902088,0.005001389274798555,1.6858616657250254e-4,2.5013894678070015e-5,1743.4285714285713,1564.142857142857,62,53.714285714285715,4401.142857142857,0.007441361081945302,0.5503546506409168,132547,3599,514.1428571428571,8.69302081729458e-4,4401.142857142857,1,0,0,0,0.193915764459593,0.151428019314124
Italy,2020-04-07,Primary Schools (generally for children ages 10 and below),ITF1,1311580,NA,NA,1799,135586,78,3039,59144326,0.0013716281126580155,0.002292459973252548,-9.208318605945327e-4,0.013268331538654433,0.02566633761105627,1.7604862181965191e-4,6.587608863647216e-4,1807.857142857143,1621,64.42857142857143,56.857142857142854,4256.285714285715,0.007196439628521111,0.6023827961420418,135586,3039,434.14285714285717,7.34039740587892e-4,4256.285714285715,1,0,0,0,0.191849848695134,0.125155364813745
Italy,2020-04-07,Wearing Masks inside public or commercial building,ITF1,1311580,NA,NA,1799,135586,78,3039,59144326,0.0013716281126580155,0.002292459973252548,-9.208318605945327e-4,0.013268331538654433,0.02566633761105627,1.7604862181965191e-4,6.587608863647216e-4,1807.857142857143,1621,64.42857142857143,56.857142857142854,4256.285714285715,0.007196439628521111,0.6023827961420418,135586,3039,434.14285714285717,7.34039740587892e-4,4256.285714285715,0,0,0.09999999999999998,0,0.191849848695134,0.125155364813745
Italy,2020-04-07,Restrictions of Mass Gatherings,ITF1,1311580,NA,NA,1799,135586,78,3039,59144326,0.0013716281126580155,0.002292459973252548,-9.208318605945327e-4,0.013268331538654433,0.02566633761105627,1.7604862181965191e-4,6.587608863647216e-4,1807.857142857143,1621,64.42857142857143,56.857142857142854,4256.285714285715,0.007196439628521111,0.6023827961420418,135586,3039,434.14285714285717,7.34039740587892e-4,4256.285714285715,0,0,0,1,0.191849848695134,0.125155364813745
Italy,2020-04-07,Lockdown,ITF1,1311580,NA,NA,1799,135586,78,3039,59144326,0.0013716281126580155,0.002292459973252548,-9.208318605945327e-4,0.013268331538654433,0.02566633761105627,1.7604862181965191e-4,6.587608863647216e-4,1807.857142857143,1621,64.42857142857143,56.857142857142854,4256.285714285715,0.007196439628521111,0.6023827961420418,135586,3039,434.14285714285717,7.34039740587892e-4,4256.285714285715,1,0,0,1,0.191849848695134,0.125155364813745
Italy,2020-04-08,Wearing Masks inside public or commercial building,ITF1,1311580,NA,NA,1859,139422,60,3836,59144326,0.0014173744643864652,0.0023573182658299294,-9.399438014434643e-4,0.013333620232101103,0.01564129301355579,1.7778542849389588e-4,2.446500471359091e-4,1878.142857142857,1681.4285714285713,70.28571428571429,60.42857142857143,4121.142857142857,0.006967942887949821,0.6612153992153195,139422,3836,548,9.265470368197282e-4,4121.142857142857,0,0,0.09999999999999998,0,0.190004549016998,0.139093065965264
Italy,2020-04-08,Lockdown,ITF1,1311580,NA,NA,1859,139422,60,3836,59144326,0.0014173744643864652,0.0023573182658299294,-9.399438014434643e-4,0.013333620232101103,0.01564129301355579,1.7778542849389588e-4,2.446500471359091e-4,1878.142857142857,1681.4285714285713,70.28571428571429,60.42857142857143,4121.142857142857,0.006967942887949821,0.6612153992153195,139422,3836,548,9.265470368197282e-4,4121.142857142857,1,0,0,1,0.190004549016998,0.139093065965264
Italy,2020-04-08,Primary Schools (generally for children ages 10 and below),ITF1,1311580,NA,NA,1859,139422,60,3836,59144326,0.0014173744643864652,0.0023573182658299294,-9.399438014434643e-4,0.013333620232101103,0.01564129301355579,1.7778542849389588e-4,2.446500471359091e-4,1878.142857142857,1681.4285714285713,70.28571428571429,60.42857142857143,4121.142857142857,0.006967942887949821,0.6612153992153195,139422,3836,548,9.265470368197282e-4,4121.142857142857,1,0,0,0,0.190004549016998,0.139093065965264
Italy,2020-04-08,Restrictions of Mass Gatherings,ITF1,1311580,NA,NA,1859,139422,60,3836,59144326,0.0014173744643864652,0.0023573182658299294,-9.399438014434643e-4,0.013333620232101103,0.01564129301355579,1.7778542849389588e-4,2.446500471359091e-4,1878.142857142857,1681.4285714285713,70.28571428571429,60.42857142857143,4121.142857142857,0.006967942887949821,0.6612153992153195,139422,3836,548,9.265470368197282e-4,4121.142857142857,0,0,0,1,0.190004549016998,0.139093065965264
Italy,2020-04-09,Primary Schools (generally for children ages 10 and below),ITF1,1311580,NA,NA,1931,143626,72,4204,59144326,0.0014722700864606049,0.002428398626099822,-9.561285396392173e-4,0.013444640942447746,0.017126546146527116,1.8075837007134222e-4,2.933185829091228e-4,1943.4285714285713,1743.4285714285713,65.28571428571429,62,4054.8571428571427,0.0068558683767182375,0.6895002576176315,143626,4204,600.5714285714286,0.0010154337181413286,4054.8571428571427,1,0,0,0,0.189096102885199,0.16671936291928
Italy,2020-04-09,Restrictions of Mass Gatherings,ITF1,1311580,NA,NA,1931,143626,72,4204,59144326,0.0014722700864606049,0.002428398626099822,-9.561285396392173e-4,0.013444640942447746,0.017126546146527116,1.8075837007134222e-4,2.933185829091228e-4,1943.4285714285713,1743.4285714285713,65.28571428571429,62,4054.8571428571427,0.0068558683767182375,0.6895002576176315,143626,4204,600.5714285714286,0.0010154337181413286,4054.8571428571427,0,0,0,1,0.189096102885199,0.16671936291928
Italy,2020-04-09,Lockdown,ITF1,1311580,NA,NA,1931,143626,72,4204,59144326,0.0014722700864606049,0.002428398626099822,-9.561285396392173e-4,0.013444640942447746,0.017126546146527116,1.8075837007134222e-4,2.933185829091228e-4,1943.4285714285713,1743.4285714285713,65.28571428571429,62,4054.8571428571427,0.0068558683767182375,0.6895002576176315,143626,4204,600.5714285714286,0.0010154337181413286,4054.8571428571427,1,0,0,1,0.189096102885199,0.16671936291928
Italy,2020-04-09,Wearing Masks inside public or commercial building,ITF1,1311580,NA,NA,1931,143626,72,4204,59144326,0.0014722700864606049,0.002428398626099822,-9.561285396392173e-4,0.013444640942447746,0.017126546146527116,1.8075837007134222e-4,2.933185829091228e-4,1943.4285714285713,1743.4285714285713,65.28571428571429,62,4054.8571428571427,0.0068558683767182375,0.6895002576176315,143626,4204,600.5714285714286,0.0010154337181413286,4054.8571428571427,0,0,0.09999999999999998,0,0.189096102885199,0.16671936291928
Italy,2020-04-10,Restrictions of Mass Gatherings,ITF1,1311580,NA,NA,2014,147577,83,3951,59144326,0.00153555253968496,0.0024952013148311133,-9.596487751461532e-4,0.013647113032518617,0.021007339913945836,1.862436941223395e-4,4.413083302600618e-4,2013.7142857142858,1807.857142857143,70.28571428571429,64.42857142857143,3964.285714285714,0.006702732083354393,0.7328782883556029,147577,3951,564.4285714285714,9.543241247327283e-4,3964.285714285714,0,0,0,1,0.18796705575969,0.153414828997666
Italy,2020-04-10,Lockdown,ITF1,1311580,NA,NA,2014,147577,83,3951,59144326,0.00153555253968496,0.0024952013148311133,-9.596487751461532e-4,0.013647113032518617,0.021007339913945836,1.862436941223395e-4,4.413083302600618e-4,2013.7142857142858,1807.857142857143,70.28571428571429,64.42857142857143,3964.285714285714,0.006702732083354393,0.7328782883556029,147577,3951,564.4285714285714,9.543241247327283e-4,3964.285714285714,1,0,0,1,0.18796705575969,0.153414828997666
Italy,2020-04-10,Wearing Masks inside public or commercial building,ITF1,1311580,NA,NA,2014,147577,83,3951,59144326,0.00153555253968496,0.0024952013148311133,-9.596487751461532e-4,0.013647113032518617,0.021007339913945836,1.862436941223395e-4,4.413083302600618e-4,2013.7142857142858,1807.857142857143,70.28571428571429,64.42857142857143,3964.285714285714,0.006702732083354393,0.7328782883556029,147577,3951,564.4285714285714,9.543241247327283e-4,3964.285714285714,0,0,0.09999999999999998,0,0.18796705575969,0.153414828997666
Italy,2020-04-10,Primary Schools (generally for children ages 10 and below),ITF1,1311580,NA,NA,2014,147577,83,3951,59144326,0.00153555253968496,0.0024952013148311133,-9.596487751461532e-4,0.013647113032518617,0.021007339913945836,1.862436941223395e-4,4.413083302600618e-4,2013.7142857142858,1807.857142857143,70.28571428571429,64.42857142857143,3964.285714285714,0.006702732083354393,0.7328782883556029,147577,3951,564.4285714285714,9.543241247327283e-4,3964.285714285714,1,0,0,0,0.18796705575969,0.153414828997666
Italy,2020-04-11,Restrictions of Mass Gatherings,ITF1,1311580,NA,NA,2120,152271,106,4694,59144326,0.0016163710944052212,0.002574566493495927,-9.58195399090706e-4,0.013922545987088808,0.02258201959948871,1.9383728676260266e-4,5.099476091916923e-4,2077.4285714285716,1878.142857142857,63.714285714285715,70.28571428571429,3948.4285714285716,0.0066759211550209765,0.8027144450773305,152271,4694,670.5714285714286,0.001133788266640199,3948.4285714285716,0,0,0,1,0.187202448155133,0.178559271833301
Italy,2020-04-11,Lockdown,ITF1,1311580,NA,NA,2120,152271,106,4694,59144326,0.0016163710944052212,0.002574566493495927,-9.58195399090706e-4,0.013922545987088808,0.02258201959948871,1.9383728676260266e-4,5.099476091916923e-4,2077.4285714285716,1878.142857142857,63.714285714285715,70.28571428571429,3948.4285714285716,0.0066759211550209765,0.8027144450773305,152271,4694,670.5714285714286,0.001133788266640199,3948.4285714285716,1,0,0,1,0.187202448155133,0.178559271833301
Italy,2020-04-11,Wearing Masks inside public or commercial building,ITF1,1311580,NA,NA,2120,152271,106,4694,59144326,0.0016163710944052212,0.002574566493495927,-9.58195399090706e-4,0.013922545987088808,0.02258201959948871,1.9383728676260266e-4,5.099476091916923e-4,2077.4285714285716,1878.142857142857,63.714285714285715,70.28571428571429,3948.4285714285716,0.0066759211550209765,0.8027144450773305,152271,4694,670.5714285714286,0.001133788266640199,3948.4285714285716,0,0,0.09999999999999998,0,0.187202448155133,0.178559271833301
Italy,2020-04-11,Primary Schools (generally for children ages 10 and below),ITF1,1311580,NA,NA,2120,152271,106,4694,59144326,0.0016163710944052212,0.002574566493495927,-9.58195399090706e-4,0.013922545987088808,0.02258201959948871,1.9383728676260266e-4,5.099476091916923e-4,2077.4285714285716,1878.142857142857,63.714285714285715,70.28571428571429,3948.4285714285716,0.0066759211550209765,0.8027144450773305,152271,4694,670.5714285714286,0.001133788266640199,3948.4285714285716,1,0,0,0,0.187202448155133,0.178559271833301
Italy,2020-04-12,Lockdown,ITF1,1311580,NA,NA,2160,156363,40,4092,59144326,0.0016468686622241877,0.002643753180989838,-9.968845187656504e-4,0.013814009708179045,0.009775171065493646,1.908268642176649e-4,9.555396935966419e-5,2136.714285714286,1943.4285714285713,59.285714285714285,65.28571428571429,3916.4285714285716,0.006621816218564349,0.7517029442225712,156363,4092,584.5714285714286,9.883812499130154e-4,3916.4285714285716,1,0,0,1,0.186942229563523,0.18229380170067
Italy,2020-04-12,Wearing Masks inside public or commercial building,ITF1,1311580,NA,NA,2160,156363,40,4092,59144326,0.0016468686622241877,0.002643753180989838,-9.968845187656504e-4,0.013814009708179045,0.009775171065493646,1.908268642176649e-4,9.555396935966419e-5,2136.714285714286,1943.4285714285713,59.285714285714285,65.28571428571429,3916.4285714285716,0.006621816218564349,0.7517029442225712,156363,4092,584.5714285714286,9.883812499130154e-4,3916.4285714285716,0,0,0.09999999999999998,0,0.186942229563523,0.18229380170067
Italy,2020-04-12,Primary Schools (generally for children ages 10 and below),ITF1,1311580,NA,NA,2160,156363,40,4092,59144326,0.0016468686622241877,0.002643753180989838,-9.968845187656504e-4,0.013814009708179045,0.009775171065493646,1.908268642176649e-4,9.555396935966419e-5,2136.714285714286,1943.4285714285713,59.285714285714285,65.28571428571429,3916.4285714285716,0.006621816218564349,0.7517029442225712,156363,4092,584.5714285714286,9.883812499130154e-4,3916.4285714285716,1,0,0,0,0.186942229563523,0.18229380170067
Italy,2020-04-12,Restrictions of Mass Gatherings,ITF1,1311580,NA,NA,2160,156363,40,4092,59144326,0.0016468686622241877,0.002643753180989838,-9.968845187656504e-4,0.013814009708179045,0.009775171065493646,1.908268642176649e-4,9.555396935966419e-5,2136.714285714286,1943.4285714285713,59.285714285714285,65.28571428571429,3916.4285714285716,0.006621816218564349,0.7517029442225712,156363,4092,584.5714285714286,9.883812499130154e-4,3916.4285714285716,0,0,0,1,0.186942229563523,0.18229380170067
Italy,2020-04-13,Wearing Masks inside public or commercial building,ITF1,1311580,NA,NA,2213,159516,53,3153,59144326,0.0016872779395843182,0.002697063451192258,-0.0010097855116079398,0.013873216479851552,0.016809387884554394,1.9246613549682467e-4,2.82555521053404e-4,2196,2013.7142857142858,59.285714285714285,70.28571428571429,3852.714285714286,0.006514089425440887,0.8226565518740903,159516,3153,450.42857142857144,7.615752886059965e-4,3852.714285714286,0,0,0.04999999999999999,0,0.187244080788403,0.206528772732316
Italy,2020-04-13,Primary Schools (generally for children ages 10 and below),ITF1,1311580,NA,NA,2213,159516,53,3153,59144326,0.0016872779395843182,0.002697063451192258,-0.0010097855116079398,0.013873216479851552,0.016809387884554394,1.9246613549682467e-4,2.82555521053404e-4,2196,2013.7142857142858,59.285714285714285,70.28571428571429,3852.714285714286,0.006514089425440887,0.8226565518740903,159516,3153,450.42857142857144,7.615752886059965e-4,3852.714285714286,1,0,0,0,0.187244080788403,0.206528772732316
Italy,2020-04-13,Restrictions of Mass Gatherings,ITF1,1311580,NA,NA,2213,159516,53,3153,59144326,0.0016872779395843182,0.002697063451192258,-0.0010097855116079398,0.013873216479851552,0.016809387884554394,1.9246613549682467e-4,2.82555521053404e-4,2196,2013.7142857142858,59.285714285714285,70.28571428571429,3852.714285714286,0.006514089425440887,0.8226565518740903,159516,3153,450.42857142857144,7.615752886059965e-4,3852.714285714286,0,0,0,1,0.187244080788403,0.206528772732316
Italy,2020-04-13,Lockdown,ITF1,1311580,NA,NA,2213,159516,53,3153,59144326,0.0016872779395843182,0.002697063451192258,-0.0010097855116079398,0.013873216479851552,0.016809387884554394,1.9246613549682467e-4,2.82555521053404e-4,2196,2013.7142857142858,59.285714285714285,70.28571428571429,3852.714285714286,0.006514089425440887,0.8226565518740903,159516,3153,450.42857142857144,7.615752886059965e-4,3852.714285714286,1,0,0,1,0.187244080788403,0.206528772732316
Italy,2020-04-14,Restrictions of Mass Gatherings,ITF1,1311580,NA,NA,2245,162488,32,2972,59144326,0.0017116759938394913,0.0027473134109263497,-0.0010356374170868584,0.013816404903746738,0.010767160161507403,1.908930444642769e-4,1.1593173794355212e-4,2257.285714285714,2077.4285714285716,61.285714285714285,63.714285714285715,3843.1428571428573,0.0064979062524828796,0.747598793405935,162488,2972,424.57142857142856,7.178565676298831e-4,3843.1428571428573,0,0,0,1,0.186863739140327,0.17777905584468
Italy,2020-04-14,Lockdown,ITF1,1311580,NA,NA,2245,162488,32,2972,59144326,0.0017116759938394913,0.0027473134109263497,-0.0010356374170868584,0.013816404903746738,0.010767160161507403,1.908930444642769e-4,1.1593173794355212e-4,2257.285714285714,2077.4285714285716,61.285714285714285,63.714285714285715,3843.1428571428573,0.0064979062524828796,0.747598793405935,162488,2972,424.57142857142856,7.178565676298831e-4,3843.1428571428573,1,0,0,1,0.186863739140327,0.17777905584468
Italy,2020-04-14,Wearing Masks inside public or commercial building,ITF1,1311580,NA,NA,2245,162488,32,2972,59144326,0.0017116759938394913,0.0027473134109263497,-0.0010356374170868584,0.013816404903746738,0.010767160161507403,1.908930444642769e-4,1.1593173794355212e-4,2257.285714285714,2077.4285714285716,61.285714285714285,63.714285714285715,3843.1428571428573,0.0064979062524828796,0.747598793405935,162488,2972,424.57142857142856,7.178565676298831e-4,3843.1428571428573,0,0,0.04999999999999999,0,0.186863739140327,0.17777905584468
Italy,2020-04-14,Primary Schools (generally for children ages 10 and below),ITF1,1311580,NA,NA,2245,162488,32,2972,59144326,0.0017116759938394913,0.0027473134109263497,-0.0010356374170868584,0.013816404903746738,0.010767160161507403,1.908930444642769e-4,1.1593173794355212e-4,2257.285714285714,2077.4285714285716,61.285714285714285,63.714285714285715,3843.1428571428573,0.0064979062524828796,0.747598793405935,162488,2972,424.57142857142856,7.178565676298831e-4,3843.1428571428573,1,0,0,0,0.186863739140327,0.17777905584468
