record_id,policy_id,entry_type,correct_type,update_type,update_level,description,date_announced,date_start,date_end,country,ISO_A3,ISO_A2,init_country_level,domestic_policy,province,city,type,type_sub_cat,type_text,type_quarantine_days,type_mass_gathering,type_who_gen,source_corr_type,school_status,target_country,target_geog_level,target_region,target_province,target_city,target_other,target_who_what,target_direction,travel_mechanism,compliance,enforcer,index_high_est,index_med_est,index_low_est,index_country_rank,link,date_updated,recorded_date,country_overwrite,missingDum,orphanDum,gov
R_2VElGDGoqO9YD5XCw,5793020,new_entry,correction,NA,NA,"From Monday, March 16, all schools in Hesse will be closed.

The state government has announced, that from June 22nd daily attendance classes will be resumed for all years of primary school and the primary grades of the special school.
The obligation to attend school will be suspended until the summer holidays.",2020-03-13,2020-03-16,2020-04-06,Germany,DEU,DE,Provincial,0,Hesse,NA,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below),NA,NA,NA,No special population targeted,Add a new source,Primary Schools closed/locked down,Germany,NA,NA,Hesse,NA,NA,13,NA,NA,Mandatory (Unspecified/Implied),Provincial/State Government,53.46084262438372,52.573227597628616,51.68922999787384,150,https://www.hessen.de/presse/pressemitteilung/wir-muessen-die-ausbreitung-der-infektionen-verlangsamen,2020-07-07,2020-07-07T07:28:14Z,0,0,0,Hesse
R_2xXYD10XorUhHtPNA,8561690,new_entry,original,NA,NA,"On March 22, 2020, the government of Saxony-Anhalt, Germany, announced a stay-at-home order, not allowing individuals to leave the house without a valid reason.",2020-03-22,2020-03-23,2020-05-03,Germany,DEU,DE,Provincial,0,Saxony-Anhalt,NA,Lockdown,Lockdown,NA,NA,NA,No special population targeted,NA,NA,Germany,NA,NA,Saxony-Anhalt,NA,NA,13,NA,NA,Mandatory with Exceptions (Please list exceptions in the text entry),"Municipal Government,Police",54.33498238463689,53.11978087405829,51.821679755267176,148,https://www.halberstadt.de/de/masznahmen-zur-eindaemmung-der-ausbreitung-des-coronavirus-in-sachsenanhalt/22032020-vollzug-des-infektionsschutzgesetzes-ifsg-ausgangsbeschraenkung-anlaesslich-der-covid-19pandemie.html,2020-07-26,2020-07-26T05:06:16Z,0,0,0,Saxony-Anhalt
R_3NU0TTSrSlZ389bCw,5814646,new_entry,correction,NA,NA,"On 13th March 2020, the Swiss Canton of Neuchâtel ordered the closure of all schools, professional training centers, high schools, universities, ""hautes écoles"" (specialized higher education institutions) and extra-familial care centers (eg: day-care centers), from 16th March 2020 to 4th April 2020. A minimum extra-familial care service will be however provided on certain conditions to families who can't keep their children at home (conditions: parents work in healthcare, emergency or security services and have no other child care option).",2020-03-13,2020-03-16,2020-04-19,Switzerland,CHE,CH,Provincial,0,Neuchatel,NA,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below),NA,NA,NA,No special population targeted,Add a new source,Primary Schools closed/locked down,Switzerland,NA,NA,Neuchatel,NA,NA,13,NA,NA,Mandatory with Exceptions (Please list exceptions in the text entry),Provincial/State Government,55.33497892729036,54.302845166234235,53.269919485247726,189,https://www.ne.ch/medias/Pages/20200313-covid-fermeture-ecoles-canton-neuchatel.aspx,2020-07-21,2020-07-21T21:17:00Z,0,0,0,Neuchatel
R_2akHr04hck5E2QICw,591421,new_entry,correction,NA,NA,"According to the Federal Council decision on 13 March that schools will be closed and no local lessons may be held in schools until 4 April, the public and private schools as well as special schools in Canton Zug will be closed from Monday 16 March. The closure will also affect schools at the tertiary level.",2020-03-13,2020-03-13,2020-05-11,Switzerland,CHE,CH,Provincial,0,Zug,NA,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below),NA,NA,NA,No special population targeted,NA,Primary Schools closed/locked down,Switzerland,NA,NA,Zug,NA,NA,13,NA,NA,Mandatory (Unspecified/Implied),"National Government,Provincial/State Government",53.76542714600129,52.73337093955817,51.93254730397254,179,https://www.zg.ch/behoerden/direktion-fur-bildung-und-kultur/direktionssekretariat/aktuell/wechsel-zum-fernunterricht-im-kanton-zug,2020-08-14,2020-08-14T07:57:00Z,0,0,0,Zug
R_1JR3q9RjoiO9jD6Cw,647125,new_entry,original,NA,NA,"The authorities of the canton Schaffhausen announced on March 13th, 2020 that there will be no on-site teaching in the schools in the canton Schaffhausen, from March 16th onwards. There should be no on-site teaching until April 4th. The Schools should move to online teaching, the authorities said.",2020-03-31,2020-03-16,2020-06-08,Switzerland,CHE,CH,Provincial,1,Schaffhausen,NA,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below),NA,NA,NA,No special population targeted,NA,Primary Schools closed/locked down,Switzerland,NA,NA,Schaffhausen,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,NA,Mandatory (Unspecified/Implied),"National Government,Provincial/State Government",55.33497892729036,54.302845166234235,53.269919485247726,189,https://sh.ch/CMS/Webseite/Kanton-Schaffhausen/Beh-rde/Verwaltung/Erziehungsdepartement-3214901-DE.html,2020-07-07,2020-07-07T12:50:28Z,0,0,0,Schaffhausen
R_1CdbNIPd3ujAIeUCw,6855278,new_entry,original,NA,NA,"All schools in the canton Glarus moved to distance teaching, that means that teachers are giving homework and excercises to students while staying at home. Parents are advised to care for their youngest kids. When kids are supervised in groups, the care takers are advised to only care kid in small groups. The cantonal authorities announced this policy on March 22, 2020.",2020-03-22,2020-03-16,2020-04-04,Switzerland,CHE,CH,Provincial,1,Glarus,NA,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below),NA,NA,NA,No special population targeted,NA,Primary Schools closed/locked down,Switzerland,NA,NA,Glarus,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,NA,Mandatory (Unspecified/Implied),"Provincial/State Government,Other (Please specify in the text box)",55.33497892729036,54.302845166234235,53.269919485247726,189,https://www.gl.ch/public-newsroom/details.html/31/news/13141,2020-07-30,2020-07-30T12:46:03Z,0,0,0,Glarus
R_1CDbBZtEniWFyN1Cw,6855278,update,original,Change of Policy,Relaxing,"All schools in the canton Glarus moved to distance teaching, that means that teachers are giving homework and excercises to students while staying at home. Parents are advised to care for their youngest kids. When kids are supervised in groups, the care takers are advised to only care kid in small groups. The cantonal authorities announced this policy on March 22, 2020. The communities of the canton have to provide free care for children in kindergartens and primary schools during usual class times during the day. UPDATE: The communities in the canton Glarus have to provide free care for kids in Kindergartens and primary schools during official class times.",2020-04-19,2020-03-22,2020-05-11,Switzerland,CHE,CH,Provincial,0,Glarus,NA,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below),NA,NA,NA,No special population targeted,NA,Primary Schools closed/locked down,Switzerland,NA,NA,Glarus,NA,NA,10,NA,NA,Mandatory (Unspecified/Implied),"Provincial/State Government,Other (Please specify in the text box)",55.33497892729036,54.302845166234235,53.269919485247726,189,https://www.gl.ch/public-newsroom/details.html/31/news/13141,2020-08-03,2020-08-03T09:28:40Z,0,0,0,Glarus
R_2BhOZWGvK0wOx21Cw,9924694,new_entry,original,NA,NA,"On March 13th, 2020, the Swiss canton of Appenzell Ausserrhoden announced that schools in the canton must not offer presence-based teaching until at least April 4th. Attending classes is nevertheless mandatory and will be conducted through online teaching and projects. Parents of pupils requiring school care should get in contact with the school's principal office.",2020-03-13,2020-03-13,2020-05-11,Switzerland,CHE,CH,Provincial,1,Appenzell Ausserrhoden,NA,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below),NA,NA,NA,No special population targeted,NA,Primary Schools closed/locked down,Switzerland,NA,NA,Appenzell Ausserrhoden,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,NA,Mandatory (Unspecified/Implied),Provincial/State Government,53.76542714600129,52.73337093955817,51.93254730397254,179,https://www.ar.ch/schnellzugriff/medienmitteilungen-der-kantonalen-verwaltung/archiv-medienmitteilungen-der-kantonalen-verwaltung/detail/news/coronavirus-bundesrat-verschaerft-massnahmen-auswirkungen-auf-appenzell-ausserrhoden/?tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=477c7620cc7778ea1c9584701c15373a,2020-07-31,2020-07-31T09:41:45Z,0,0,0,Appenzell Ausserrhoden
R_25XCpVZ5evMvk0PNA,3467369,new_entry,original,NA,NA,In Italy Ligury region asks local authorities to identify places of potential gathering and to prohibit access to such from March 21 to April 3 2020,2020-03-20,2020-03-21,2020-04-03,Italy,ITA,IT,Provincial,1,Liguria,NA,Restrictions of Mass Gatherings,All/Unspecified mass gatherings,NA,NA,NA,No special population targeted,NA,NA,Italy,NA,NA,Liguria,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,NA,Mandatory (Unspecified/Implied),"Provincial/State Government,Municipal Government,Police",56.6577211662515,53.665171758828706,50.42089721238858,168,https://www.regione.liguria.it/components/com_publiccompetitions/includes/download.php?id=40029:ordinanza-9-2020.pdf,2020-07-24,2020-07-24T13:08:25Z,0,0,0,Liguria
R_1ik6TL5YWIfeQjMNA,4001371,new_entry,original,NA,NA,"The March 8 Decree prohibits the following types of mass gatherings and activities:
- sporting events and competitions of all kinds and
disciplines in public or private places shall be suspended
-  all events organised, as well as events in public or private
places, including those of a cultural, recreational, sporting,
religious or trade fair nature, shall be suspended (e.g.  cinemas, theatres, pubs, dance schools, game rooms,
betting and bingo halls, discos)
-  the opening of places of worship shall be subject to the
adoption of organisational measures such as to avoid a gathering
of persons",2020-03-08,2020-03-09,2020-04-03,Italy,ITA,IT,National,1,NA,NA,Restrictions of Mass Gatherings,All/Unspecified mass gatherings,NA,NA,NA,NA,NA,NA,Italy,NA,NA,NA,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,NA,"Mandatory with Fines,Mandatory (Unspecified/Implied)","National Government,Ministry/Department of Health,Provincial/State Government,Municipal Government,Police",54.3043698976683,53.40270781351411,52.56066879233376,191,https://www.esteri.it/mae/resource/doc/2020/03/decreto_del_presidente_del_consiglio_dei_ministri_8_marzo_2020_en_rev_1.pdf,2020-05-31,2020-05-31T20:28:54Z,0,0,0,Italy
R_3gTnBnREvv22tMDBp,6251248,new_entry,original,NA,NA,"In France, French President Emmanuel Macron announced a 15-day nationwide lockdown beginning Tuesday, March 17th and ending on April 1st in a stepping up of the country's efforts to fight the virus.",2020-03-16,2020-03-17,2020-05-11,France,FRA,FR,National,0,NA,NA,Lockdown,Lockdown,NA,NA,NA,NA,NA,NA,France,NA,NA,NA,NA,NA,13,NA,NA,Mandatory with Fines,"Military,Police",52.933148648227835,51.86769124621661,51.17609277628369,119,https://www.politico.eu/article/emmanuel-macron-on-coronavirus-were-at-war/,2020-05-31,2020-05-31T18:05:54Z,0,0,0,France
R_29n5D4bonL8W6J4Cw,731714,new_entry,original,NA,NA,"On March 14 the Government of Thurgau has announced, that from March 17 until the start spring vacation (March 30) the childcare facilities will be established for all families which don't have possibilities to undertake it by themselves.",2020-03-14,2020-03-14,2020-05-11,Switzerland,CHE,CH,Provincial,1,Thurgau,NA,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below),NA,NA,NA,No special population targeted,NA,NA,Switzerland,NA,NA,Thurgau,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,NA,Mandatory (Unspecified/Implied),Provincial/State Government,54.50244404965541,53.363149796164585,51.96908961366831,187,https://av.tg.ch/public/upload/assets/93137/DEK-EN%2020200314%20Umsetzung%20der%20Verordnung%202%20vom%2013.%20Maerz%202020%20ueber%20Massnahmen%20zur%20Bekaempfung%20des%20Coronavirus.pdf,2020-08-11,2020-08-11T11:11:14Z,0,0,0,Thurgau
R_riKWmtEOjeHYqpHCw,658999,new_entry,original,NA,NA,"As of March 16, Hamburg (Germany) to provisionally extend the Hamburg spring break by two weeks until March 29 and to suspend regular school operations for pupils for the next 14 days.",2020-03-13,2020-03-16,2020-04-19,Germany,DEU,DE,Provincial,1,Hamburg,NA,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below),NA,NA,NA,NA,NA,Primary Schools closed/locked down,Germany,NA,NA,Hamburg,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,NA,"Mandatory (Unspecified/Implied),Mandatory with Exceptions (Please list exceptions in the text entry)","Ministry/Department of Health,Provincial/State Government,Other (Please specify in the text box)",53.46084262438372,52.573227597628616,51.68922999787384,150,https://www.hamburg.de/coronavirus/pressemeldungen/13719000/2020-03-13-bsb-corona-verlaengert-ferien/,2020-04-08,2020-04-08T08:49:29Z,0,0,0,Hamburg
R_31Z5jJUyNUf4pVeCw,9294153,new_entry,original,NA,NA,"On March 11, the prefect of Corsica and the director general of the ARS of Corsica, in conjunction with the rector of the academic region, have decided that all schools on the island will be closed from March 12 until March 29.",2020-03-11,2020-03-12,2020-03-29,France,FRA,FR,Provincial,1,Corsica,NA,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below),NA,NA,NA,No special population targeted,NA,Primary Schools closed/locked down,France,NA,NA,Corsica,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,NA,Mandatory (Unspecified/Implied),"Provincial/State Government,Other (Please specify in the text box)",52.69227489709218,51.02312696769443,49.338270626198664,123,http://www.haute-corse.gouv.fr/IMG/pdf/renforcement_mesures_en_corse.pdf,2020-07-21,2020-07-21T19:52:10Z,0,0,0,Corsica
R_1ouyD8xgUSI5RIlNA,8280241,new_entry,original,NA,NA,"As of March 12, 2020 the state of Bremen (Germany) is prohibiting all mass gatherings and events with more than 1000 visitors. For smaller events, general hygienic measures have to be observed.",2020-03-10,2020-03-12,2020-10-31,Germany,DEU,DE,Provincial,1,Bremen,NA,Restrictions of Mass Gatherings,All/Unspecified mass gatherings,NA,NA,1000,NA,NA,NA,Germany,NA,NA,Bremen,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,NA,Mandatory (Unspecified/Implied),"Ministry/Department of Health,Provincial/State Government,Municipal Government,Police",53.99116483304854,52.24415277583295,50.8195461866108,170,https://www.amtliche-bekanntmachungen.bremen.de/sixcms/media.php/1624/Allgemeinverf%FCgung_Versammlungsverbot_100320_final.pdf,2020-04-04,2020-04-04T08:26:06Z,0,0,0,Bremen
R_2R3x9L3lN2c9PHhCw,1644132,new_entry,original,NA,NA,"On March 12, the Prefect of Corse-du-Sud and the rector of the academic region of Corsica extended the scope of school closures in Ajaccio city to include all schools and colleges located in the greater Ajaccio region. All schools within this perimeter will remain closed until March 22. 
",2020-03-11,2020-03-12,2020-03-22,France,FRA,FR,Provincial,1,Corsica,NA,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below),NA,NA,NA,No special population targeted,NA,Primary Schools closed/locked down,France,NA,NA,Corsica,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,NA,Mandatory (Unspecified/Implied),"Provincial/State Government,Municipal Government",52.69227489709218,51.02312696769443,49.338270626198664,123,http://www.corse-du-sud.gouv.fr/elargissement-du-perimetre-de-fermeture-des-a2345.html,2020-07-15,2020-07-15T18:18:25Z,0,0,0,Corsica
