record_id,policy_id,entry_type,correct_type,update_type,update_level,description,date_announced,date_start,date_end,country,ISO_A3,ISO_A2,init_country_level,domestic_policy,province,city,type,type_sub_cat,type_text,type_quarantine_days,type_mass_gathering,type_who_gen,source_corr_type,school_status,target_country,target_geog_level,target_region,target_province,target_city,target_other,target_who_what,target_direction,travel_mechanism,compliance,enforcer,index_high_est,index_med_est,index_low_est,index_country_rank,link,date_updated,recorded_date,country_overwrite,missingDum,orphanDum,gov
R_2CcPS1wmkAQ6ZtxNA,3880162,new_entry,original,NA,NA,Brandenburg (Germany) enforces a Lockdown from March 23 until April 19. People may only leave their homes for urgent reasons.,2020-03-23,2020-03-23,2020-04-19,Germany,DEU,DE,Provincial,0,Brandenburg,NA,Lockdown,Lockdown,NA,NA,NA,No special population targeted,NA,NA,Germany,NA,NA,Brandenburg,NA,NA,13,NA,NA,Mandatory (Unspecified/Implied),Provincial/State Government,54.33498238463689,53.11978087405829,51.821679755267176,148,https://www.rbb24.de/politik/thema/2020/coronavirus/beitraege/brandenburg-kontaktverbot-ausgangsbeschraenkung-ausnahmen-erlaub.html,2020-08-08,2020-08-08T10:28:54Z,0,0,0,Brandenburg
R_3nSL6q8YbRpLCdsAn,4472397,new_entry,original,NA,NA,"On March 17 Ticino announces the suspension of all private and public events, including sport and corporate events/activities until at least April 19 with immediate effect.",2020-03-17,2020-03-17,2020-04-19,Switzerland,CHE,CH,Provincial,1,Ticino,NA,Restrictions of Mass Gatherings,All/Unspecified mass gatherings,NA,NA,NA,No special population targeted,NA,NA,Switzerland,NA,NA,Ticino,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,NA,Mandatory with Legal Penalties (Jail Time),"Ministry/Department of Health,Provincial/State Government,Police",55.49802485367073,54.461228524601665,53.55806602051292,190,https://www4.ti.ch/area-media/comunicati/dettaglio-comunicato/?NEWS_ID=187485&tx_tichareamedia_comunicazioni%5Baction%5D=show&tx_tichareamedia_comunicazioni%5Bcontroller%5D=Comunicazioni&cHash=fee1ad3077dd725e6cb55838c8af08f1,2020-06-14,2020-06-14T16:53:24Z,0,0,0,Ticino
R_1dsrJ8FUVXWbV4iCw,4727864,new_entry,original,NA,NA,On March 17 the Government of Canton Thurgau has announced that child care offer will be extended until April 19 (excluding spring vacation).,2020-03-17,2020-04-14,2020-05-11,Switzerland,CHE,CH,Provincial,1,Thurgau,NA,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below),NA,NA,NA,No special population targeted,NA,NA,Switzerland,NA,NA,Thurgau,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,NA,Mandatory (Unspecified/Implied),Provincial/State Government,58.396935031722826,55.02958255376024,51.67069226078645,182,https://av.tg.ch/public/upload/assets/93501/DEK-EN_20200317_Umsetzung_der_Verordnung_2_ueber_Massnahmen_zur_Bekaempfung_des_Coronavirus_im_Bereich_der_obligarorischen_Schule_Volksschule.pdf,2020-08-11,2020-08-11T11:54:23Z,0,0,0,Thurgau
R_PI0olwXE3Inrt0BNA,521444,new_entry,original,NA,NA,Saxony (Germany) enforces a lockdown from March 23 until April 19. People may only leave their homes for urgent reasons.,2020-03-23,2020-03-23,2020-04-19,Germany,DEU,DE,Provincial,0,Saxony,NA,Lockdown,Lockdown,NA,NA,NA,No special population targeted,NA,NA,Germany,NA,NA,Saxony,NA,NA,13,NA,NA,Mandatory (Unspecified/Implied),Provincial/State Government,54.33498238463689,53.11978087405829,51.821679755267176,148,https://www.blick.de/sachsen/ausgangsbeschraenkungen-in-sachsen-bis-nach-osterferien-verlaengert-artikel10763050,2020-08-08,2020-08-08T10:37:59Z,0,0,0,Saxony
R_10I8DaE9JW7o7lnCw,5814646,update,original,Change of Policy,Strengthening,"On 13th March 2020, the Swiss Canton of Neuchâtel ordered the closure of all schools, professional training centers, high schools, universities, ""hautes écoles"" (specialized higher education institutions) and extra-familial care centers (eg: day-care centers), from 16th March 2020 to 4th April 2020. A minimum extra-familial care service will be however provided on certain conditions to families who can't keep their children at home (conditions: parents work in healthcare or security and have no other child care option). On 16th March 2020, this policy was extended to 19th April 2020 by the federal Ordinance 2 of 16th March 2020, which took over all cantonal measures.
 UPDATE: The original closure of schools was set to last until 4th April 2020, but it has been extended to 19th April 2020.",2020-03-16,2020-03-17,2020-04-19,Switzerland,CHE,CH,Provincial,0,Neuchatel,NA,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below),NA,NA,NA,No special population targeted,Add a new source,Primary Schools closed/locked down,Switzerland,NA,NA,Neuchatel,NA,NA,13,NA,NA,Mandatory with Exceptions (Please list exceptions in the text entry),Provincial/State Government,55.49802485367073,54.461228524601665,53.55806602051292,190,https://www.ne.ch/medias/Pages/20200313-covid-fermeture-ecoles-canton-neuchatel.aspx,2020-07-23,2020-07-23T19:26:34Z,0,0,0,Neuchatel
R_Pv6tlwu0TUB76DfCw,5814646,update,original,End of Policy,Strengthening,"On 13th March 2020, the Swiss Canton of Neuchâtel ordered the closure of all schools, professional training centers, high schools, universities, ""hautes écoles"" (specialized higher education institutions) and extra-familial care centers (eg: day-care centers), from 16th March 2020 to 4th April 2020. A minimum extra-familial care service will be however provided on certain conditions to families who can't keep their children at home (conditions: parents work in healthcare or security and have no other child care option). On 16th March 2020, this policy was extended to 19th April 2020 by the federal Ordinance 2 of 16th March 2020, which took over all cantonal measures. On 30th April 2020, the canton of Neuchâtel announced that in-person classes would resume in half-classes (""demi-classe"") on 11th May 2020 for cycles 1 and 2 of compulsory schooling (1st to 8th year of education), thus ending the original policy. UPDATE: The original closure of schools was set to end on 19th April 2020, but on 30th April 2020, the canton of Neuchâtel announced that in-person classes would resume in half-classes (""demi-classe"") on 11th May 2020 for cycles 1 and 2 of compulsory schooling (1st to 8th year of education), thus ending the original policy.",2020-04-30,2020-04-30,2020-05-11,Switzerland,CHE,CH,Provincial,0,Neuchatel,NA,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below),NA,NA,NA,No special population targeted,Add a new source,Primary Schools closed/locked down,Switzerland,NA,NA,Neuchatel,NA,NA,13,NA,NA,Mandatory with Exceptions (Please list exceptions in the text entry),Provincial/State Government,NA,NA,NA,NA,https://www.ne.ch/medias/Pages/20200313-covid-fermeture-ecoles-canton-neuchatel.aspx,2020-08-11,2020-08-11T22:03:46Z,0,0,0,Neuchatel
R_1FDMza5FjoWyqivNA,6155066,new_entry,original,NA,NA,"On March 24th, 2020 the government of Thuringia, Germany announced restriction on all kinds of gatherings in public spaces or building. This includes religious atherings as well. Excluded are gatherings for the purposes of keeping of public safety, work for essential businesses or provision of essential goods & services.",2020-03-24,2020-03-27,2020-06-05,Germany,DEU,DE,Provincial,1,Thuringia,NA,Restrictions of Mass Gatherings,All/Unspecified mass gatherings,NA,NA,NA,NA,NA,NA,Germany,NA,NA,Thuringia,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,NA,Mandatory (Unspecified/Implied),"Provincial/State Government,Municipal Government,Police",54.33114578592237,53.24356681707887,51.81069174170118,140,https://corona.thueringen.de/behoerden/ausgewaehlte-verordnungen/,2020-04-01,2020-04-01T16:01:46Z,0,0,0,Thuringia
R_yBB4dsFC5xfkpeVAh,6155066,update,original,Change of Policy,Relaxing,"On March 24th, 2020 the government of Thuringia, Germany announced restriction on all kinds of gatherings in public spaces or building. This includes religious atherings as well. Excluded are gatherings for the purposes of keeping of public safety, work for essential businesses or provision of essential goods & services. UPDATE: The original policy prohibited events, meetings, demonstrations, gatherings. Now, it states that events, gatherings, demonstrations with more than two people are prohibited. People who can attend funerals policy are also relaxed. The original policy allowed first and second-degree relatives of the deceased. Not it allows the closest family and friends.",2020-04-07,2020-04-08,2020-06-05,Germany,DEU,DE,Provincial,1,Thuringia,NA,Restrictions of Mass Gatherings,All/Unspecified mass gatherings,NA,NA,NA,No special population targeted,NA,NA,Germany,NA,NA,Thuringia,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,NA,Mandatory (Unspecified/Implied),"Provincial/State Government,Municipal Government,Police",54.9734116552357,53.23497918363073,51.537038610190784,117,https://corona.thueringen.de/behoerden/ausgewaehlte-verordnungen/,2020-06-13,2020-06-13T22:48:18Z,0,0,0,Thuringia
R_5z5sfWB5d4mO6hHCw,658999,update,original,NA,Strengthening,"As of March 19, Hamburg (Germany) extends the closure of schools and child care facilities until April 19. UPDATE: The original closures of schools and child care facilities were set to last until March 29, they have been extended to April 19.",2020-03-19,2020-03-19,2020-04-19,Germany,DEU,DE,Provincial,1,Hamburg,NA,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below),NA,NA,NA,NA,NA,Primary Schools closed/locked down,Germany,NA,NA,Hamburg,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,NA,"Mandatory with Fines,Mandatory with Exceptions (Please list exceptions in the text entry)","Ministry/Department of Health,Provincial/State Government,Other (Please specify in the text box)",53.942053626781075,52.73418244927919,51.26082893232955,142,https://www.hamburg.de/coronavirus/pressemeldungen/13736604/2020-03-19-bsb-basfi-corona-verlaengert-schulschliessung/,2020-04-08,2020-04-08T16:13:33Z,0,0,0,Hamburg
R_2ykj6jFd74XJ0npNA,741217,new_entry,original,NA,NA,"From March 20 until April 19, the cantonal Government of Zurich (Switzerland) decides, that exceptions from the prohibition of events on federal level are issued by the cantonal government for municipal parliaments, if health concepts are implemented and the public interest is high, as it is considered vital that democratic institutions work properly.",2020-04-01,2020-03-20,2020-04-19,Switzerland,CHE,CH,Provincial,1,Zurich,NA,Restrictions of Mass Gatherings,All/Unspecified mass gatherings,NA,NA,NA,No special population targeted,NA,NA,Switzerland,A geographical or administrative unit within a country,NA,Zurich,all municipalities,NA,All Residents (Citizen Residents +Foreign Residents),NA,NA,Mandatory with Exceptions (Please list exceptions in the text entry),Provincial/State Government,55.81149902285952,54.68518764257449,53.679696269678246,186,https://www.zh.ch/bin/zhweb/publish/regierungsratsbeschluss-unterlagen./2020/328/V_Funktionsfaehigkeit_Gemeindeorgane_1.4.20.pdf,2020-08-01,2020-08-01T10:01:42Z,0,0,0,Zurich
R_2ZP5ezmEJIMOiXXNA,7505960,new_entry,correction,NA,NA,"As of March 12, Mecklenburg-Vorpommern (Germany) prohibits events with more than 1000 participants until April 19.",2020-03-12,2020-03-12,2020-04-19,Germany,DEU,DE,Provincial,0,Mecklenburg-Vorpommern,NA,Restrictions of Mass Gatherings,All/Unspecified mass gatherings,NA,NA,1000,NA,Use the old source,NA,Germany,NA,NA,Mecklenburg-Vorpommern,NA,NA,13,NA,NA,Mandatory (Unspecified/Implied),"Ministry/Department of Health,Provincial/State Government",53.99116483304854,52.24415277583295,50.8195461866108,170,https://www.regierung-mv.de/Landesregierung/wm/Aktuell/?id=158449&processor=processor.sa.pressemitteilung,2020-07-15,2020-07-15T05:24:17Z,0,0,0,Mecklenburg-Vorpommern
R_1HjhFPkw3gXyin1Dv,7776503,update,original,Change of Policy,Strengthening,"Germany is enforcing a Lockdown on all residents in Bavaria on March 20: By order of the Bavarian government, leaving one's own home is now only allowed if there are ""good reasons"". These include: the way to work; necessary shopping; visits to the doctor and pharmacy; visiting your partner, or the elderly, sick or people with disabilities outside facilities and accompanying the dying; exercising custody in the respective private sphere; sports and exercise in the fresh air - but only alone or with the people with whom you live. The Policy is extended until April 19. UPDATE: The Policy is extended until April 19.",2020-03-31,2020-04-03,2020-05-10,Germany,DEU,DE,Provincial,1,Bavaria,NA,Lockdown,Lockdown,NA,NA,NA,NA,Use the old source,NA,Germany,A geographical or administrative unit within a country,NA,Bavaria,NA,NA,All Residents (Citizen Residents +Foreign Residents),Inbound,Not Applicable,"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines,Mandatory with Exceptions (Please list exceptions in the text entry)","Provincial/State Government,Police",55.345570316624666,53.170044867285185,51.30519213907859,120,https://www.stmas.bayern.de/imperia/md/content/stmas/stmas_inet/20-03-19_ausgangsbeschrankung_bayern_.pdf,2020-08-21,2020-08-21T10:09:00Z,0,0,0,Bavaria
R_TwwHQzLyaPXSlkBDv,7776503,new_entry,correction,NA,Strengthening,"Germany is enforcing a Lockdown on all residents in Bavaria on March 20: By order of the Bavarian government, leaving one's own home is now only allowed if there are ""good reasons"". These include: the way to work; necessary shopping; visits to the doctor and pharmacy; visiting your partner, or the elderly, sick or people with disabilities outside facilities and accompanying the dying; exercising custody in the respective private sphere; sports and exercise in the fresh air - but only alone or with the people with whom you live UPDATE: The Policy is extended until April 19.",2020-03-31,2020-04-03,2020-05-10,Germany,DEU,DE,Provincial,1,Bavaria,NA,Lockdown,Lockdown,NA,NA,NA,NA,Use the old source,NA,Germany,A geographical or administrative unit within a country,NA,Bavaria,NA,NA,All Residents (Citizen Residents +Foreign Residents),Inbound,Not Applicable,"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines,Mandatory with Exceptions (Please list exceptions in the text entry)","Provincial/State Government,Police",55.345570316624666,53.170044867285185,51.30519213907859,120,https://www.stmas.bayern.de/imperia/md/content/stmas/stmas_inet/20-03-19_ausgangsbeschrankung_bayern_.pdf,2020-08-21,2020-08-21T10:10:23Z,0,0,0,Bavaria
R_1o72xRdGBzv9Z51Ah,8010781,new_entry,original,NA,NA,"The Swiss federal government announced on March 16th 2020, that all private and public events, such as every religious event in religious communities and houses are forbidden.",2020-03-16,2020-03-16,2020-06-06,Switzerland,CHE,CH,National,1,NA,NA,Restrictions of Mass Gatherings,All/Unspecified mass gatherings,NA,NA,NA,No special population targeted,NA,NA,Switzerland,NA,NA,NA,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,NA,Mandatory with Legal Penalties (Jail Time),"National Government,Police",55.49802485367073,54.461228524601665,53.55806602051292,190,https://www.newsd.admin.ch/newsd/message/attachments/60681.pdf,2020-07-11,2020-07-11T12:49:28Z,0,0,0,Switzerland
R_1OuXYpd1J46NINCNA,8561690,update,correction,NA,NA,"The stay-at-home decree for the state of Saxony-Anhalt, Germany, will end on April 19, 2020, and violations are considered criminal offenses.",2020-04-05,2020-04-05,2020-05-03,Germany,DEU,DE,Provincial,0,Saxony-Anhalt,NA,Lockdown,Lockdown,NA,NA,NA,No special population targeted,Use the old source,NA,Germany,NA,NA,Saxony-Anhalt,NA,NA,13,NA,NA,Mandatory with Exceptions (Please list exceptions in the text entry),"Municipal Government,Police",54.97207706685539,53.185183141077786,51.42546185473468,118,https://www.halberstadt.de/de/masznahmen-zur-eindaemmung-der-ausbreitung-des-coronavirus-in-sachsenanhalt/22032020-vollzug-des-infektionsschutzgesetzes-ifsg-ausgangsbeschraenkung-anlaesslich-der-covid-19pandemie.html,2020-08-10,2020-08-10T06:37:39Z,0,0,0,Saxony-Anhalt
R_3JCQbQ3Ax0HS267Cw,8743941,new_entry,original,NA,NA,"As of March 18, Brandenburg (Germany) prohibits the provision of lessons and the operation of all daycare centres and schools until April 19 inclusively. For universities, the start of attendance courses in the summer semester will be postponed to April 20.
",2020-03-13,2020-03-18,2020-04-19,Germany,DEU,DE,Provincial,1,Brandenburg,NA,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below),NA,NA,NA,NA,NA,Primary Schools closed/locked down,Germany,NA,NA,Brandenburg,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,NA,"Mandatory (Unspecified/Implied),Mandatory with Exceptions (Please list exceptions in the text entry)","Ministry/Department of Health,Provincial/State Government",53.856802931646214,52.714782694014986,51.592993683589185,145,https://msgiv.brandenburg.de/msgiv/de/presse/pressemitteilungen/detail/~13-03-2020-coronavirus-an-kitas-und-schulen-ab-mittwoch-keine-betreuung-und-unterricht,2020-04-03,2020-04-03T14:23:52Z,0,0,0,Brandenburg
R_28YsY4N210flnsACw,8781103,new_entry,correction,NA,NA,Berlin (Germany) closes all schools on March 18.,2020-03-17,2020-03-18,2020-04-26,Germany,DEU,DE,Provincial,0,Berlin,NA,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below),NA,NA,NA,No special population targeted,Use the old source,Primary Schools closed/locked down,Germany,NA,NA,Berlin,NA,NA,13,NA,NA,Mandatory with Exceptions (Please list exceptions in the text entry),Provincial/State Government,53.856802931646214,52.714782694014986,51.592993683589185,145,https://www.berlin.de/corona/massnahmen/verordnung/corona-verordnung-neu_final-entgilbt.pdf,2020-08-22,2020-08-22T15:43:21Z,0,0,0,Berlin
R_dgswLN097x1c7v3NA,9008440,new_entry,correction,NA,Strengthening,"As of March 12, Mecklenburg-Vorpommern (Germany) prohibits events with more than 1000 participants until April 19. Events with less than 1000 participants should be critically examined for necessity and proportionality with the aim of reducing contact, taking into account the relevant and applicable criteria of the Robert-Koch-Institute. UPDATE: The original restriction applied to events with more than 1000 participants, it has been intensified to prohibit events with more than 50 participants.",2020-03-12,2020-03-12,2020-04-19,Germany,DEU,DE,Provincial,0,Mecklenburg-Vorpommern,NA,Restrictions of Mass Gatherings,All/Unspecified mass gatherings,NA,NA,1000,NA,Use the old source,NA,Germany,NA,NA,Mecklenburg-Vorpommern,NA,NA,13,NA,NA,"Mandatory (Unspecified/Implied),Mandatory with Exceptions (Please list exceptions in the text entry)","Ministry/Department of Health,Provincial/State Government",53.99116483304854,52.24415277583295,50.8195461866108,170,https://www.regierung-mv.de/Landesregierung/wm/Aktuell/?id=158449&processor=processor.sa.pressemitteilung,2020-07-15,2020-07-15T11:01:27Z,0,0,0,Mecklenburg-Vorpommern
R_3NxJ4jWcKFifKZ4Ci,9839945,new_entry,original,NA,NA,It is not allowed to consume food within 100 m from the restaurant where it was purchased,2020-04-02,2020-04-03,2020-05-17,Germany,DEU,DE,Provincial,1,Schleswig-Holstein,NA,Social Distancing,Other Mask Wearing Policy,NA,NA,NA,No special population targeted,NA,NA,Germany,NA,NA,Schleswig-Holstein,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,NA,Mandatory with Fines,Police,55.345570316624666,53.170044867285185,51.30519213907859,120,https://transparenz.schleswig-holstein.de/,2020-07-19,2020-07-19T18:15:41Z,0,0,0,Schleswig-Holstein
R_2WAtdL6js2kb18aCw,2733987,new_entry,original,NA,NA,"on march 13, 2020 Swiss Canton Basel-City closes all childcare facilities in addition to the federal school closure. 
Childcare will be provided for children (age 0 -14) from medical staff and in emergency",2020-03-13,2020-03-16,2020-05-11,Switzerland,CHE,CH,Provincial,1,Basel-City,NA,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below),NA,NA,NA,NA,NA,Primary Schools closed/locked down,Switzerland,NA,NA,Basel-City,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,NA,Mandatory (Unspecified/Implied),"Provincial/State Government,Municipal Government",55.33497892729036,54.302845166234235,53.269919485247726,189,https://www.coronavirus.bs.ch/nm/2020-umsetzung-verschaerfter-massnahmen-gegen-das-coronavirus-in-basel-stadt-rr.html,2020-04-07,2020-04-07T14:59:28Z,0,0,0,Basel-City
R_V23SH7h2yvEGfi9Cw,5407266,new_entry,original,NA,NA,"As of March 16, 2020, Lower Saxony (Germany) orders schools, day care centres, universities to close until April 18, 2020 until further notice. For students in their senior year (""Abitur"") the rule expires on April 14, 2020. Emergency care (""Notbetreuung"") in small groups - both in schools and child care facilities - is provided for children whose parents work in critical infrastructure. This includes workers in the medical, health and governmental sector, police / firefighters / emergency relief services and penal system. Also included are children of people facing severe hardship, for instance threat of layoff and substantial loss of income",2020-03-16,2020-03-16,2020-04-18,Germany,DEU,DE,Provincial,1,Lower Saxony,NA,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below),NA,NA,NA,No special population targeted,NA,Primary Schools closed/locked down,Germany,NA,NA,Lower Saxony,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,NA,Mandatory (Unspecified/Implied),Provincial/State Government,53.46084262438372,52.573227597628616,51.68922999787384,150,https://www.ms.niedersachsen.de/startseite/service_kontakt/presseinformationen/massnahmen-im-kampf-gegen-covid-19-186140.html,2020-07-13,2020-07-13T08:08:46Z,0,0,0,Lower Saxony
R_3GuLBy7yf8nElMxCw,4614807,new_entry,original,NA,NA,"From March 16, 2020, President Macron announced that ""from Monday, on [16] and until further notice, all nurseries, schools, and universities will be closed"" in France until at least April 15, 2020.",2020-03-12,2020-03-16,2020-04-15,France,FRA,FR,National,1,NA,NA,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below),NA,NA,NA,NA,NA,Primary Schools closed/locked down,France,NA,NA,NA,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,NA,Mandatory (Unspecified/Implied),"National Government,Provincial/State Government,Municipal Government",52.7139102471532,51.730830142516126,50.85311507441394,118,https://www.nouvelobs.com/coronavirus-de-wuhan/20200312.OBS25971/coronavirus-macron-annonce-que-toutes-les-creches-ecoles-lycees-et-universites-seront-fermees-a-partir-de-lundi-jusqu-a-nouvel-ordre.html,2020-03-31,2020-03-31T21:49:03Z,0,0,0,France
R_1gcm38X8adjqZJlCw,4614807,update,original,End of Policy,NA,"From May 11, France is gradually reopening its schools after its lockdown. Pre-schools (maternelles) and primary schools will reopen from May 11, secondary schools will reopen from May 18. Decisions on the reopening of high-schools (lycées) and technical colleges (lycée professionals) will be made in late May. Also, classes are limited to groups of 15 pupils, and attending class will be voluntary. UPDATE: Schools were closed under the national lockdown. However, schools are to reopen from May 11.",2020-04-21,2020-05-11,2020-07-22,France,FRA,FR,National,0,NA,NA,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below),NA,NA,NA,NA,NA,Primary Schools closed/locked down,France,NA,NA,NA,NA,NA,13,NA,NA,Mandatory (Unspecified/Implied),"National Government,Provincial/State Government,Municipal Government",NA,NA,NA,NA,https://www.thelocal.fr/20200421/what-we-know-about-frances-plan-to-reopen-schools,2020-05-01,2020-05-01T21:51:03Z,0,0,0,France
R_b9LsMOdG3cqQhklCw,4614807,update,correction,NA,NA,"From May 11, France is gradually reopening its schools after its lockdown. Pre-schools (maternelles) and primary schools will reopen from May 11, secondary schools will reopen from May 18. Decisions on the reopening of high-schools (lycées) and technical colleges (lycée professionals) will be made in late May. Also, classes are limited to groups of 15 pupils, and attending class will be voluntary. UPDATE: Schools were closed under the national lockdown. However, schools are to reopen from May 11.",2020-04-21,2020-05-11,2020-07-22,France,FRA,FR,National,0,NA,NA,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below),NA,NA,NA,NA,Use the old source,NA,France,NA,NA,NA,NA,NA,13,NA,NA,Mandatory (Unspecified/Implied),"National Government,Provincial/State Government,Municipal Government",NA,NA,NA,NA,https://www.thelocal.fr/20200421/what-we-know-about-frances-plan-to-reopen-schools,2020-07-29,2020-07-29T19:07:04Z,0,0,0,France
R_1FKwS52Ed55pnNYBp,6251248,update,original,Change of Policy,Strengthening,"On March 27, Prime Minister of France Edouard Philippe said in a speech that the government had decided to extend the country’s coronavirus lockdown by two weeks until April 15. UPDATE: The original lockdown was set to last until April 1. It has been extended until April 15.",2020-03-27,2020-03-27,2020-05-11,France,FRA,FR,National,0,NA,NA,Lockdown,Lockdown,NA,NA,NA,NA,NA,NA,France,NA,NA,NA,NA,NA,13,NA,NA,Mandatory with Fines,"Military,Police",53.91313471285541,52.47460136183446,51.10853556893796,100,https://www.politico.eu/article/emmanuel-macron-on-coronavirus-were-at-war/,2020-06-02,2020-06-02T00:24:53Z,0,0,0,France
R_1k16cVoaL555y1FNA,9010893,update,original,NA,NA,"From March 9, 2020, France has banned all gatherings of more than 1000 people in confined spaces at least until April 15, 2020. UPDATE: The original policy banned gatherings of more than 5000 people, it has been extended to ban gatherings of more than 1000 people.",2020-03-09,2020-03-09,2020-08-31,France,FRA,FR,National,1,NA,NA,Restrictions of Mass Gatherings,All/Unspecified mass gatherings,NA,NA,1000,NA,NA,NA,France,NA,NA,NA,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,NA,Mandatory (Unspecified/Implied),"National Government,Ministry/Department of Health,Provincial/State Government,Municipal Government,Police",52.1835308335737,50.44725145895362,48.697151044483434,117,https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000041704203&fastPos=46&fastReqId=86018114&categorieLien=id&oldAction=rechTexte,2020-03-31,2020-03-31T09:37:06Z,0,0,1,France
R_23eQHQKm5yJ39wDEs,1111032,new_entry,original,NA,NA,"On April 2nd, 2020, the president of Trentino-Alto Adige/Südtirol in Italy has mandated that all residents wear masks whenever they leave their homes, until April 13th.",2020-04-02,2020-04-02,2020-04-13,Italy,ITA,IT,Provincial,1,Trentino-Alto Adige,NA,Social Distancing,Wearing Masks in all public spaces/everywhere,NA,NA,NA,No special population targeted,NA,NA,Italy,NA,NA,Trentino-Alto Adige,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,NA,Mandatory (Unspecified/Implied),Provincial/State Government,57.14756272482343,53.66187520099588,50.214349871309,147,https://www.altoadige.it/cronaca/coronavirus-nuova-ordinanza-in-alto-adige-obbligo-di-coprirsi-bocca-e-naso-1.2307540,2020-07-15,2020-07-15T01:51:43Z,0,0,0,Trentino-Alto Adige
R_23eQHQKm5yJ39wDEs,1111032,new_entry,original,NA,NA,"On April 2nd, 2020, the president of Trentino-Alto Adige/Südtirol in Italy has mandated that all residents wear masks whenever they leave their homes, until April 13th.",2020-04-02,2020-04-02,2020-04-13,Italy,ITA,IT,Provincial,1,Trentino-Alto Adige,NA,Social Distancing,Wearing Masks inside public or commercial building,NA,NA,NA,No special population targeted,NA,NA,Italy,NA,NA,Trentino-Alto Adige,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,NA,Mandatory (Unspecified/Implied),Provincial/State Government,57.14756272482343,53.66187520099588,50.214349871309,147,https://www.altoadige.it/cronaca/coronavirus-nuova-ordinanza-in-alto-adige-obbligo-di-coprirsi-bocca-e-naso-1.2307540,2020-07-15,2020-07-15T01:51:43Z,0,0,0,Trentino-Alto Adige
R_23eQHQKm5yJ39wDEs,1111032,new_entry,original,NA,NA,"On April 2nd, 2020, the president of Trentino-Alto Adige/Südtirol in Italy has mandated that all residents wear masks whenever they leave their homes, until April 13th.",2020-04-02,2020-04-02,2020-04-13,Italy,ITA,IT,Provincial,1,Trentino-Alto Adige,NA,Social Distancing,Other Mask Wearing Policy,NA,NA,NA,No special population targeted,NA,NA,Italy,NA,NA,Trentino-Alto Adige,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,NA,Mandatory (Unspecified/Implied),Provincial/State Government,57.14756272482343,53.66187520099588,50.214349871309,147,https://www.altoadige.it/cronaca/coronavirus-nuova-ordinanza-in-alto-adige-obbligo-di-coprirsi-bocca-e-naso-1.2307540,2020-07-15,2020-07-15T01:51:43Z,0,0,0,Trentino-Alto Adige
R_1mXmw3ZKjGKW0D3Cw,7217769,new_entry,original,NA,NA,"on March 13, 2020 Swiss Canton Geneva closed all private and public schools and children day care facilities after March 16 till April 8 (Easter break). Minimum daycare is provided only for children (age 0-10) of families without any other option.",2020-03-13,2020-03-16,2020-05-11,Switzerland,CHE,CH,Provincial,1,Geneva,NA,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below),NA,NA,NA,NA,NA,Primary Schools closed/locked down,Switzerland,NA,NA,Geneva,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,NA,Mandatory (Unspecified/Implied),"Provincial/State Government,Municipal Government,Other (Please specify in the text box)",55.33497892729036,54.302845166234235,53.269919485247726,189,https://www.ge.ch/document/arrete-relatif-fermeture-structures-accueil-prescolaire-etablissements-scolaires-publics-prives-que-hautes-ecoles-territoire-republique-canton-geneve,2020-04-16,2020-04-16T14:59:58Z,0,0,0,Geneva
